kata,kelas,kata_dasar,nilai
"tomofobia","Nomina; Psi","",2
"tomograf","Nomina","",3
"tomografi","Nomina","",5
"tomografik","Adjektiva","",3
"tomogram","Nomina","",3
"tomohon","Nomina","",6
"tomon","Nomina; My","",1
"tomong","Nomina","",2
"tomontung","Nomina; Dy","",1
"tomor","Nomina","",3
"tomosa","Adjektiva; Ni","",1
"tompa","Nomina; Tot","",1
"tompai","Verba; Psr","",1
"tompak","Nomina; Sbw","",1
"tompang","","",1
"tompang","Nomina; Bt","",1
"tompara","Nomina; Me","",1
"tompel","Nomina","",7
"tompet","Adverbia; Bt","",1
"tompi","Nomina; Bt","",1
"tompide","Nomina; Bgi","",1
"tomplok","Verba; Sd","",2
"tompok","Nomina; Bio","",2
"tompong","Nomina; Dy","",1
"tomprang","Adjektiva; Jw","",1
"tomprang","Nomina; Jw","",1
"tomtomen","Nomina; Jw","",1
"tomula","Nomina; Gor","",1
"tona","Nomina; Ling","",2
"tona","Nomina","",2
"tonaas","Nomina; Mn","",3
"tonak","Nomina; Tot","",1
"tonal","Adjektiva","",4
"tonalitas","Nomina; Mus","",4
"tonarigumi","Nomina; Jp","",4
"tonase","Nomina; Lay","",6
"tonaseng","Nomina; Sng","",1
"tonatiuh","Nomina","",2
"tonda","Nomina; Kal","",1
"tonda","Nomina; Klm","",1
"tonda","Nomina","",2
"tondano","Nomina","",6
"tonding","Nomina; Mdr","",1
"tondok","Nomina; Bgi","",1
"tone","Nomina; Ke","",2
"tonelo","Nomina; Gor","",1
"tonem","Nomina; Ling","",3
"toner","Nomina","",8
"tonetika","Nomina; Ling","",2
"tonfa","Nomina; Jp","",3
"tonga","Nomina","",5
"tonga","Nomina; Gal","",1
"tongah","Nomina; Bt","",1
"tongali","Nomina; Kls","",1
"tongar","Nomina; Mdr","",1
"tongcai","Nomina; Tbg","",2
"tonggak","Nomina; ki","",7
"tonggak","Verba","",4
"tonggara","Nomina; Hidm","",1
"tonggari","Nomina; Jw","",1
"tonggek","Adjektiva; Nomina; Mdr","",3
"tonggeret","Nomina","",6
"tonggeyamo","Nomina; Gor","",1
"tonggo","Nomina; Ri","",1
"tonggoh","Nomina; Sd","",1
"tonggok","Nomina; ark","",1
"tonggok","Verba","",2
"tonggol","Nomina; Bgi","",1
"tonggol","Nomina; Bgi","",1
"tonggoloopo","Nomina; Gor","",1
"tonggong","","",1
"tonggong","Adjektiva","",2
"tonggong","Nomina","",2
"tonggos","Adjektiva; Jk","",7
"tonggota","Nomina; Gor","",1
"tonggu","Nomina; Kal","",1
"tonggul","Nomina; Mdr","",1
"tongka","Nomina; Mg","",1
"tongkah","Nomina; Jb","",1
"tongkah","Verba","",3
"tongkang","Nomina","",6
"tongkang","Nomina; Mk","",1
"tongkas","Verba; Mdr","",1
"tongkat","Nomina","",9
"tongke","Nomina; BjPd","",1
"tongkea","Nomina; Me","",1
"tongkeng","Nomina","",4
"tongkeng","","",1
"tongkeng","Nomina; Dy","",1
"tongker","Nomina; Bn","",4
"tongkes","Verba; Mdr","",3
"tongki","Nomina; cak","",6
"tongking","Nomina; Psr","",1
"tongklek","Nomina; Jw","",1
"tongkoh","Nomina; Gy","",1
"tongkoi","Nomina; DyNg","",1
"tongkol","Nomina; Bot","",5
"tongkol","Nomina","",8
"tongkonan","Nomina","",6
"tongkong","","",1
"tongkong","","",1
"tongkor","Verba","",2
"tongkos","Nomina; Mdr","",1
"tongkrong","Verba","",9
"tongkrong","Nomina; Jw","",3
"tongo","Nomina; Mdr","",1
"tongo","Nomina; Ni","",1
"tongol","Verba","",4
"tongong","Adjektiva; cak","",4
"tongpan","Nomina; Klm","",1
"tongpes","Nomina; akr","",6
"tongsan","","",1
"tongseh","Nomina; Ss","",1
"tongseng","Nomina","",8
"tongsil","","",1
"tongsil","","",1
"tongsis","Nomina; akr","",8
"tongsit","Nomina; ark","",1
"tongtak","Nomina; Sd","",1
"tongtol","Nomina; akr","",1
"tongtong","Nomina","",6
"tongtong","Verba; Ss","",1
"tongtongsot","Nomina; Jw","",1
"tonik","Nomina","",7
"tonik","Adjektiva; Ling","",3
"tonikum","Nomina; Dok","",4
"tonil","Nomina","",5
"tonimbang","Verba; Dy","",1
"tonisitas","Nomina; Dok","",3
"tonit","Nomina; Kim","",2
"tonitrofobia","Nomina; Psi","",2
"tonjen","Nomina; Kpr","",1
"tonjok","Verba","",8
"tonjol","Nomina","",8
"tonkatsu","Nomina","",5
"tono","Nomina; Bun","",1
"tono","Verba; Trj","",1
"tonokole","Nomina; We","",1
"tonometer","Nomina","",3
"tonometri","Nomina; Dok","",3
"tonoplas","Nomina; Bio","",4
"tonra","Nomina; Sbw","",1
"tonra","Nomina; Sbw","",1
"tonsawang","Nomina","",2
"tonsea","Nomina","",4
"tonsil","Nomina","",7
"tonsilektomi","Nomina; Dok","",5
"tonsilitis","Nomina; Dok","",6
"tonsilofaringitis","Nomina; Dok","",4
"tonsur","Nomina","",2
"tonsurfobia","Nomina; Psi","",1
"tontaipur","Nomina; Mil; akr","",4
"tontayinga","Nomina; Gor","",1
"tontembuan","Nomina","",3
"tonti","Nomina; akr","",5
"tontin","Nomina; Ek","",2
"tonto","Nomina; Kls","",1
"tonto","Nomina; Jw","",1
"tontok","Nomina; Tot","",1
"tonton","Verba","",9
"tontor","Nomina; Jw","",1
"tontor","Nomina; Jw","",1
"tontutupo","Nomina; Gor","",1
"tonus","Nomina","",4
"tonyoh","Verba; Ri","",2
"tonyong","Nomina; Dy","",1
"tonyu","Verba; Dy","",1
"toon","Nomina; Sls","",1
"topabas","Nomina; Taa","",1
"topah","","",1
"topah","","",1
"topak","Nomina; Tbg","",1
"topak","Verba; Bt","",1
"topakkalotong","Nomina","",1
"topan","Nomina; Met","",8
"topang","Nomina","",6
"topang","Verba","",8
"topas","Nomina; Kim","",5
"topas","Nomina; Lay","",2
"topdal","Nomina; Lay","",2
"topek","Verba; ark","",1
"topembuni","Nomina","",1
"topeng","Nomina; ki; Sen","",8
"topes","Nomina; ark","",4
"tophit","Nomina","",5
"topi","Nomina","",10
"topiari","Nomina","",4
"topik","Nomina; Ling","",9
"topikal","Adjektiva","",6
"topikalisasi","Nomina; Ling","",4
"topikalitas","Nomina","",3
"toples","","",1
"toples","","",1
"topngese","Nomina; Taa","",1
"topo","Nomina; Jk","",4
"topoada","Nomina; Kal","",1
"topofobia","Nomina; Psi","",2
"topografi","Nomina","",7
"topografis","Adjektiva","",6
"topoi","Nomina","",2
"topoisomerase","Nomina; Kim","",4
"topoiyo","Nomina","",2
"topoki","Nomina; Kor","",6
"topolek","Nomina; Ling","",2
"topologi","Nomina; Komp","",7
"topong","Nomina","",3
"topong","","",1
"toponimi","Nomina","",5
"toposentrik","Adjektiva; Geo","",3
"toppi","Nomina; Bt","",1
"topu-topu","Nomina; Kal","",1
"tora","Nomina; Sa","",2
"tora","Nomina; Gy","",1
"tora-tora","Nomina; Trj","",1
"tora-tora","Nomina; Wl","",1
"torah","","",1
"torah","Nomina; Dy","",1
"torah","","",1
"toraja","Nomina","",8
"torak","Nomina","",6
"torakopagus","Nomina","",3
"torakosentesis","Nomina","",3
"torakoskopi","Nomina; Dok","",4
"torakotomi","Nomina; Dok","",4
"toraks","Nomina; Zool; Anat","",6
"toramanu","Nomina","",2
"torampi","Nomina","",2
"toran","Verba; Eln","",1
"torang","Nomina; Mg","",1
"torani","Nomina","",4
"torbangun","Nomina","",4
"torefaksi","Nomina","",3
"toreh","Verba","",7
"torek","Nomina","",4
"torek","Nomina; Psr","",1
"torek","Nomina; BjPd","",1
"toren","Nomina","",6
"tores","","",1
"tores","","",1
"toribinggi","Nomina","",2
"torida","Nomina; Kim","",2
"torisalo","Nomina; Bg","",1
"torium","Nomina; Kim","",5
"torka","Nomina; Fis","",5
"tornado","Nomina","",8
"torne","","",1
"torne","","",1
"tornedos","Nomina; Tbg","",2
"torni","Nomina; Moa","",1
"toro","Nomina; Jk","",2
"torog","Nomina; Sd","",1
"toroid","Nomina; Fis","",5
"toroidal","Adjektiva","",3
"torok","Nomina; Mg","",1
"toromia","Nomina; Kls","",1
"toron","Nomina; Mdr","",2
"torong","Nomina; Jw","",2
"torongai","Nomina; Mt","",1
"toropun","Nomina","",2
"toros","Nomina; Jw","",2
"torosi","Nomina; Ni","",1
"torotung","Nomina; Dy","",1
"torountaun","Nomina; Ht","",1
"toroya","Nomina; Kal","",1
"torpedo","Nomina; cak","",4
"torpedo","Nomina","",7
"torpedo","Nomina; cak","",4
"torpor","Nomina","",3
"torpus","Nomina; akr","",1
"torsi","Nomina","",6
"torso","Nomina","",6
"tortelini","Nomina; Tbg","",4
"tortikolis","Nomina","",4
"tortila","Nomina","",6
"tortor","Nomina; Sen","",6
"toru","Nomina; Kal","",1
"torus","Nomina","",4
"torus","Nomina; Bot","",3
"torweja","Nomina","",1
"tosai","Nomina; Ni","",1
"tosale","Nomina; Aln","",1
"tosan","Nomina; Kw","",3
"toserba","Nomina; akr","",7
"tosi","Adjektiva; Psr","",1
"tosigi","Nomina","",2
"toska","Nomina","",7
"toso","Nomina; Jw","",1
"tostada","Nomina; Tbg","",3
"tostones","Nomina; Tbg","",3
"tosumunya","Nomina","",2
"tosuni","Nomina","",2
"totabu","Nomina; Gor","",1
"total","Nomina; Adjektiva","",9
"totalisator","Nomina; cak","",3
"totalitarian","Nomina; Adjektiva","",5
"totalitarianisme","Nomina; Pol","",6
"totalitas","Nomina","",7
"totaliter","Adjektiva","",6
"totaliterisme","Nomina","",4
"totaluo","Nomina; Gor","",1
"totamo","Nomina; Gor","",1
"totau","Nomina","",2
"totem","Nomina; Antr","",5
"totemisme","Nomina","",4
"toti","Nomina","",2
"totipotensi","Nomina; Bio","",4
"toto","Nomina; sing","",1
"toto","Verba; Ni","",1
"toto","Nomina; Gor","",1
"totoabu","Nomina; Mt","",1
"totoang","Nomina; Sd","",1
"totoberi","Nomina","",2
"totobuang","Nomina","",5
"totofite","Nomina; Ylh","",1
"totog","Nomina; Sd","",1
"totoi","Nomina; Bgi","",1
"totojal","Verba; Sd","",1
"totok","Adjektiva; cak","",6
"totok","Verba","",4
"totok","Nomina; Jw","",2
"totol","Nomina; Jk","",4
"totolan","Nomina; Mn","",1
"totoli","Nomina","",5
"totoli","Nomina; Moa","",1
"totonan","Nomina; Mt","",1
"totonihe","Nomina; Gor","",1
"totopana","Nomina; Gor","",1
"totopoi","Nomina; Mt","",1
"totopong","Nomina; Sd","",2
"totor","","",1
"totore","Nomina; Sob","",1
"totos","Verba; Mdr","",1
"tototok","Nomina; Mt","",1
"totowi","Verba; Kls","",1
"totowir","Nomina; Let","",1
"totuhuro","Nomina; Tb","",1
"toukukur","Nomina; Oi","",1
"toukur","Nomina; Oi","",1
"toulour","Nomina","",3
"towaf","","",1
"towaf","","",1
"towang","Nomina; Jw","",1
"towei","Nomina","",2
"towel","Verba","",4
"tower","Nomina; cak","",8
"towohu","Nomina; Gor","",1
"towole","Nomina; Kls","",1
"toya","Nomina","",4
"toya","Nomina; Krc","",1
"toyah","","",1
"toyah","","",1
"toyoh","","",1
"toyoh","","",1
"toyoko","Verba; Tb","",1
"toyol","Nomina","",6
"toyopo","Nomina; Gor","",1
"toyor","Verba","",5
"toyulea","Nomina; Pm","",1
"trabekula","Nomina","",4
"trabekular","Adjektiva; Anat","",3
"trabekulektomi","Nomina; Dok","",3
"tracap","Nomina; Jw","",1
"tradisi","Nomina","",9
"tradisional","Adjektiva","",9
"tradisionalis","Nomina","",4
"tradisionalisme","Nomina","",4
"tradisionalitas","Nomina","",3
"tradisionil","","",1
"tradisionil","","",1
"trafo","Nomina; cak","",7
"tragakan","Nomina; Bio","",2
"tragedi","Nomina; ki; Sen","",8
"tragik","","",1
"tragik","","",1
"tragikomedi","Nomina; Sen","",4
"tragis","Adjektiva","",8
"tragus","Nomina; Anat","",3
"trailer","Nomina","",7
"trailer","Nomina; Film","",8
"trait","Nomina; Psi","",4
"trajangan","Nomina; Bl","",1
"trajektori","Nomina","",4
"trajumas","Nomina; Jw","",1
"trakea","Nomina","",6
"trakeid","Nomina; Bio","",4
"trakeitis","Nomina; Dok","",4
"trakelorafi","Nomina; Dok","",2
"trakeobronkial","Adjektiva; Anat","",3
"trakeol","Nomina; Bio","",3
"trakeomikosis","Nomina; Bot","",3
"trakeostomi","Nomina; Dok","",5
"trakom","Nomina","",4
"trakoma","","",1
"trakoma","","",1
"traksi","Nomina","",6
"traktasi","Nomina","",4
"traktat","Nomina","",6
"traktat","Nomina","",6
"traktir","Verba","",8
"traktor","Nomina","",8
"traktus","Nomina","",4
"trama","Nomina","",2
"trampil","","",1
"trampil","","",1
"trampolin","Nomina","",6
"tramtib","Nomina; akr","",4
"tramtibum","Nomina; akr","",3
"trancam","Nomina; Jw","",3
"tranjalan","Nomina; Jw","",1
"trankuilansia","Nomina; Far","",3
"transaksi","Nomina","",9
"transaktif","Adjektiva","",4
"transaktinida","Nomina; Kim","",2
"transaminase","Nomina; Bio","",4
"transaminasi","Nomina; Kim","",3
"transasetilase","Nomina","",2
"transatlantik","Adjektiva","",5
"transdiferensia","Nomina","",2
"transdisiplin","Nomina","",4
"transdisipliner","Adjektiva","",4
"transduksi","Nomina","",5
"transduser","Nomina; Fis","",5
"transedentalisme","Nomina; Fil","",3
"transek","Nomina; Bio","",4
"transeksual","Nomina","",7
"transeksualisme","Nomina","",4
"transenden","Adjektiva","",5
"transendens","Nomina","",3
"transendensi","Nomina","",4
"transendental","Adjektiva","",5
"transendentalisme","Nomina; Fil","",3
"transesterifikasi","Nomina; Kim","",3
"transfeksi","Nomina; Kim","",3
"transfer","Verba; Nomina; Olr","",9
"transferabilitas","Nomina","",3
"transferase","Nomina; Kim","",3
"transferens","Nomina; Psi","",4
"transferensi","Nomina","",3
"transferin","Nomina","",3
"transfigurasi","Nomina","",5
"transfobia","Nomina","",4
"transforman","Nomina; Bio","",3
"transformasi","Nomina; Ling","",9
"transformasional","Adjektiva","",5
"transformasionalis","Nomina; Ling","",4
"transformatif","Adjektiva","",6
"transformator","Nomina","",5
"transfosforilase","Nomina; Bio","",2
"transfosforilasi","Nomina; Bio","",2
"transfusi","Nomina","",8
"transgen","Nomina; Bio","",4
"transgender","Verba; Nomina; Adjektiva","",8
"transgenik","Adjektiva","",6
"transglutaminase","Nomina; Kim","",2
"transgresi","Nomina","",4
"transhistoris","Adjektiva","",3
"transhumanisme","Nomina; Fil","",4
"transien","Adjektiva","",4
"transiluminasi","Nomina; Dok","",3
"transinisibilitas","Nomina; Kom","",2
"transinternalisasi","Nomina","",2
"transisi","Nomina; Fis; Sen","",8
"transisional","Adjektiva","",5
"transistor","Nomina; Fis","",7
"transit","Nomina; Dag; Astron","",7
"transitif","Adjektiva; Ling","",6
"transitivismus","Nomina","",2
"transitivitas","Nomina; Ling","",4
"transito","","",1
"transito","","",1
"transiver","Nomina","",4
"transkapsidasi","Nomina; Bio","",2
"transketolase","Nomina; Kim","",3
"transkonduktans","Nomina; Fis","",2
"transkontinental","Adjektiva","",5
"transkranial","Adjektiva; Dok","",4
"transkreasi","Nomina","",3
"transkrip","Nomina","",8
"transkripsi","Nomina; Ling; Kim","",8
"transkriptase","Nomina; Bio","",4
"transkriptomika","Nomina; Bio","",3
"transkultural","Adjektiva","",4
"transkulturasi","Nomina; Antr","",4
"transkutan","Adjektiva","",3
"translasi","Nomina; Sas","",6
"translasional","Adjektiva; Ling","",4
"transliterasi","Nomina","",6
"translok","Nomina; akr","",4
"translokasi","Nomina; Bio","",5
"translusen","Adjektiva","",4
"translusens","Nomina","",3
"translusidius","Nomina; Hidm","",1
"transmetilasi","Nomina; Kim","",2
"transmigran","Nomina","",6
"transmigrasi","Nomina","",8
"transmisi","Nomina; Filol","",8
"transmisibilitas","Nomina","",3
"transmisivitas","Nomina","",2
"transmisometer","Nomina; Fis","",2
"transmitan","","",1
"transmitan","","",1
"transmitans","Nomina; Fis","",3
"transmitansi","Nomina; Fis","",3
"transmiter","Nomina","",5
"transmitivitas","Nomina; Fis","",2
"transmogrifikasi","Nomina","",2
"transmutasi","Nomina; Ling; El","",5
"transnasional","Adjektiva","",6
"transnasionalisme","Nomina","",4
"transom","Nomina","",3
"transonik","Adjektiva","",4
"transovarial","Nomina; Dok","",3
"transparan","Adjektiva","",9
"transparansi","Nomina","",8
"transpersonal","Adjektiva; Psi","",4
"transpirasi","Nomina; Tan","",6
"transplantasi","Nomina; Tan; Dok","",7
"transpolitan","Nomina; Dem","",3
"transponase","Nomina; Bio","",2
"transponder","Nomina","",5
"transpor","Nomina","",8
"transportasi","Nomina","",9
"transportir","Nomina; cak","",5
"transpos","Nomina; Mus","",4
"transposisi","Nomina; Ling; Filol","",6
"transposon","Nomina; Bio","",4
"transpria","Nomina; akr","",6
"transpuan","Nomina; akr","",7
"transteisme","Nomina; Fil","",2
"transubstansiasi","Nomina; Kat","",3
"transvaginal","Adjektiva; Dok","",6
"transversal","Nomina","",5
"transversi","Nomina; Bio","",4
"transvestisme","Nomina; Psi","",4
"trantib","Nomina; akr","",5
"trantibmas","Nomina; akr","",4
"trantibum","Nomina; akr","",4
"trantibumlinmas","Nomina; akr","",3
"trapesium","Nomina; Mat","",7
"trapezius","Nomina; Anat","",4
"trapezoid","Nomina","",4
"trapunto","Nomina; Tbs","",3
"trapus","Nomina; Jw","",1
"trase","Nomina; Hub","",5
"tratab","Nomina; Jw","",2
"trataban","Nomina; Jw","",2
"trataka","Nomina; Skt","",2
"tratap","Nomina; Jw","",2
"trauler","Nomina","",4
"trauma","Nomina","",9
"traumatik","Adjektiva","",6
"traumatis","Adjektiva","",7
"traumatisme","Nomina","",4
"traumatofobia","Nomina; Psi","",2
"traumatologi","Nomina; Dok","",5
"travelator","Nomina","",5
"travelog","Nomina","",4
"travertin","Nomina; Geo","",4
"travesti","Nomina","",3
"travesti","Nomina; Jw","",2
"trawas","Nomina; Jw","",2
"trayek","Nomina","",7
"trebel","Nomina","",4
"trebil","Nomina; Jw","",1
"treble","Nomina; Olr","",6
"trebus","Nomina; Jw","",1
"trecet","Nomina; Jw","",1
"trekbal","Nomina","",4
"treking","Nomina","",7
"trekstang","Nomina; Sip","",4
"trekuartista","Nomina; Olr","",4
"trelis","Nomina; Geo","",3
"trema","Nomina; Ling","",3
"trematoda","Nomina","",4
"trembal","Nomina; MAb","",1
"trembesi","Nomina","",7
"trembuku","Nomina; Jw","",1
"tremer","Nomina; Kap","",2
"tremofobia","Nomina; Psi","",2
"tremor","Nomina","",7
"trempos","Jw; Bot","",1
"trendi","Adjektiva","",7
"trenggalek","Nomina","",6
"trenggiling","","",1
"trenggiling","","",1
"trengginas","Adjektiva; Jw","",5
"trengguli","Nomina","",4
"trenggulun","","",1
"trenyuh","","",1
"trenyuh","","",1
"treonina","Nomina; Kim","",3
"tresna","Nomina; Jw","",3
"tretayuga","Nomina; Hin","",2
"tretinoin","Nomina; Far","",4
"triadik","Nomina; Tbs","",2
"triadik","Nomina; Ling","",3
"triaksial","Adjektiva","",4
"triangular","Adjektiva","",4
"triangulasi","Nomina; Komp","",5
"triangulum","Nomina; Astron","",2
"triase","Nomina; Dok","",5
"triasilgliserol","Nomina; Kim","",3
"triatlon","Nomina","",6
"tribal","Adjektiva","",4
"tribalisme","Nomina","",4
"tribangga","Nomina; Ark","",2
"triboga","Nomina; Bl","",2
"tribokelistrikan","Nomina","",2
"tribologi","Nomina","",4
"tribometer","Nomina; Fis","",2
"tribrata","Nomina","",5
"tribuana","Nomina; Bl","",2
"tribulan","","",1
"tribulan","","",1
"tribulasi","Nomina; Kris","",3
"tribulus","Nomina; Bot","",3
"tribun","Nomina","",7
"tribunal","Nomina","",5
"tribune","Nomina","",6
"tributa","Nomina","",4
"trica","Nomina; ark","",1
"tridaktil","Nomina; Zool","",3
"tridarma","Nomina","",7
"tridatu","Nomina; Hin","",4
"tridaya","Nomina; Pol","",4
"tridentat","Nomina; Kim","",2
"trienial","Nomina","",3
"trietanolamin","Nomina; Kim","",3
"trifel","Nomina","",3
"trifluoperazina","Nomina; Far","",3
"trifluorida","Nomina; Kim","",3
"trifokal","Adjektiva; Fis; Nomina","",4
"trifoliat","Adjektiva; Nomina","",3
"triforium","Nomina; Ars","",3
"triftong","Nomina; Ling","",4
"trigatra","Nomina","",4
"trigelar","Nomina; Olr","",4
"trigeminal","Adjektiva","",4
"trigemius","Adjektiva","",3
"trigliserida","Nomina","",6
"trigol","Nomina; Olr","",4
"trigon","Nomina; Anat","",3
"trigona","Nomina","",2
"trigonal","Adjektiva","",4
"trigonitis","Nomina; Dok","",3
"trigonometri","Nomina","",7
"trigonum","Nomina","",3
"trigraf","Nomina; Ling","",3
"trigram","Nomina; Ling","",3
"trihedron","Nomina","",3
"triheksifenidil","Nomina; Far","",3
"trihidrat","Nomina; Kim","",3
"trihidrik","Nomina","",2
"trihidroksi","Adjektiva; Kim","",2
"triiodotironin","Nomina; Bio","",3
"triiodotironina","Nomina; Bio","",3
"trikameral","Nomina","",3
"trikarboksilat","Adjektiva; Kim","",3
"trike","Nomina","",4
"trikiasis","Nomina; Dok","",3
"trikinosis","Nomina; Dok","",4
"triklinik","Adjektiva; Geo","",3
"trikloroetilen","Nomina; Kim","",3
"triklorometana","Nomina; Kim","",3
"triklosan","Nomina","",5
"triko","","",1
"trikofilia","Nomina; Psi","",3
"trikofobia","Nomina; Psi","",2
"trikogin","Nomina; Bio","",3
"trikologi","Nomina; Kes","",4
"trikoma","Nomina","",4
"trikomata","","",1
"trikomata","","",1
"trikomoniasis","Nomina; Dok","",4
"trikona","Nomina; Bl; Mus","",3
"trikonasana","Nomina","",4
"trikonodosis","Nomina; Dok","",2
"trikopatofobia","Nomina; Psi","",2
"trikoptilosis","Nomina; Dok","",3
"trikora","Nomina; akr","",5
"trikoreksis","Nomina; Dok","",3
"trikoskisis","Nomina; Dok","",2
"trikot","Nomina; Tbs","",3
"trikotilomania","Nomina; Psi","",4
"trikotomi","Nomina","",4
"trikromasi","Nomina; Dok","",3
"trikromat","Nomina","",3
"trikromatik","Adjektiva","",3
"trikuriasis","Nomina; Dok","",3
"trikuspid","Adjektiva","",3
"trilateral","Nomina","",5
"trilateralisme","Nomina; Pol","",4
"trilbi","","",1
"trilema","Nomina","",4
"triler","Nomina; Film","",6
"trilingga","Nomina","",3
"trilipat","Nomina; ark","",1
"triliun","Numeralia","",8
"triliuner","Nomina","",6
"trilobit","Nomina; Zool","",4
"trilogi","Nomina","",7
"triloka","Nomina; Jw","",3
"trilomba","Nomina; Olr","",5
"trilyun","","",1
"trilyun","","",1
"trimarga","Nomina; Bl","",2
"trimatra","Nomina","",5
"trimer","Nomina; Kim","",3
"trimester","Nomina","",7
"trimetil","Adjektiva; Kim","",3
"trimetilamina","Nomina; Kim","",3
"trimina","Nomina; Isl","",3
"trimitik","Nomina; Mik","",2
"trimorfisme","Adjektiva; Bio","",3
"trimpot","Nomina","",5
"trimurti","Nomina","",6
"trinatrium","Nomina; Kim","",3
"trindil","","",1
"trindil","","",1
"trinil","Nomina","",4
"trinitarian","Nomina","",3
"trinitarianisme","Nomina; Kris","",4
"trinitas","Nomina; Kris","",6
"trinitrotoluena","Nomina; Kim","",5
"trinomali","Nomina","",2
"trinomial","Nomina; Mat","",4
"trio","Nomina","",7
"triode","Nomina; Kim","",4
"trioksida","Nomina; Kim","",4
"triol","Nomina; Mus","",4
"triosa","Nomina; Bio","",4
"tripada","Nomina; Bl","",2
"tripanofobia","Nomina","",2
"tripanosoma","Nomina","",4
"tripanosomiasis","Nomina","",4
"tripartisme","Nomina","",3
"tripartit","Nomina","",5
"tripel","Nomina; Mat; Adjektiva","",6
"tripeptida","Nomina; Kim","",3
"tripika","Nomina; akr","",4
"tripitaka","Nomina; Bud","",5
"triplek","","",1
"triplek","","",1
"tripleks","Nomina","",5
"triplet","Nomina; Dok","",5
"triplik","Nomina; Huk","",4
"triploblastik","Adjektiva","",4
"triploid","Adjektiva; Bio","",4
"tripmeter","Nomina","",4
"tripod","Nomina","",7
"tripofobia","Nomina; Psi","",6
"tripoin","Nomina","",5
"tripolar","Adjektiva","",4
"tripoli","Nomina","",5
"triprasetia","Nomina","",3
"tripsin","Nomina; Bio","",5
"tripsinogen","Nomina; Bio","",4
"triptisina","Nomina; Kim","",3
"triptofan","Nomina; Kim","",4
"triptonik","Nomina","",3
"triptotos","Nomina; Ling","",3
"trisagion","Nomina; Kat","",3
"trisakarida","Nomina; Kim","",4
"trisandia","Nomina; Bl","",2
"trisandya","Nomina; Hin","",4
"trisatya","Nomina; Prm","",5
"triseda","Nomina; Oto","",4
"triseps","Nomina","",6
"triseratops","Nomina; Zool","",5
"trisig","Nomina; Jw; Sen","",2
"trisik","Nomina; Sd","",1
"trisiklik","Nomina; Kim","",4
"triskaidekafobia","Nomina; Psi","",4
"triskelion","Nomina","",3
"trismus","Nomina; Dok","",4
"trisodium","Nomina; Kim","",3
"trisomi","Nomina; Bio","",5
"trisomik","Adjektiva; Bio","",4
"trisuci","Nomina","",4
"trisula","Nomina","",7
"trisulfida","Nomina; Kim","",3
"trita","Numeralia","",2
"tritagonis","Nomina","",5
"tritanomali","Nomina; Dok","",2
"tritanopia","Nomina; Dok","",3
"triteisme","Nomina; Kris","",3
"triterpena","Nomina; Kim","",3
"triterpenoid","Nomina; Kim; Adjektiva","",3
"trites","Nomina; Bt","",3
"tritik","Nomina","",4
"tritikale","Nomina; Pang","",3
"tritip","Nomina; Jw","",2
"tritis","Nomina; Jw","",2
"tritisan","Nomina","",4
"tritium","Nomina; Kim","",4
"triton","Nomina; Astron","",4
"triton","Nomina; Kim","",3
"triton","Nomina; Pp","",2
"tritunggal","Nomina","",6
"tritura","Nomina; akr","",6
"triturasi","Nomina","",3
"triumvirat","Nomina","",5
"triunsur","Nomina","",3
"trivalen","Nomina","",4
"trivela","Nomina; Olr","",4
"trivia","Nomina","",6
"trivial","Adjektiva; Mat","",5
"trivialisme","Nomina","",3
"trivialitas","Nomina","",4
"trivium","Nomina; Lt; Dik","",4
"triwangsa","Nomina","",4
"triwara","Nomina","",3
"triwarga","Nomina; Bl","",2
"triwarna","Adjektiva","",5
"triwikrama","Nomina; Kw","",3
"triwindu","Nomina","",4
"triwulan","Nomina","",7
"trobas","Nomina","",3
"trocot","Nomina; Jw","",1
"trofalaksis","Verba","",2
"trofeo","Nomina; Olr","",5
"trofi","Nomina","",8
"trofik","Adjektiva; Bio","",4
"trofoblas","Nomina","",4
"trofoblastik","Adjektiva; Dok","",3
"trofofil","Nomina; Bot","",3
"trofonosis","Nomina","",2
"trofoterapi","Nomina; Gz","",3
"troika","Nomina","",5
"troilisme","Nomina; Psi","",3
"trojan","Nomina; Astron","",5
"trokanter","Nomina","",4
"trokanterik","Adjektiva","",3
"trokea","Nomina; Ling","",2
"troklea","Nomina; Anat","",3
"troklear","Adjektiva; Anat","",3
"troklearis","Adjektiva; Dok","",2
"trokofor","Nomina","",3
"troktokan","Nomina; Bl","",2
"troli","Nomina","",8
"trombektomi","Nomina; Dok","",4
"trombin","Nomina; Bio","",5
"tromboembolisme","Nomina; Dok","",4
"trombofilia","Nomina","",4
"tromboflebitis","Nomina; Dok","",4
"trombogenik","Adjektiva; Dok","",3
"trombokinase","Nomina; Bio","",4
"tromboksan","Nomina","",4
"trombolisis","Nomina; Dok","",4
"trombolitik","Adjektiva; Dok","",4
"trombon","Nomina; Mus","",6
"trombonis","Nomina; Mus","",5
"tromboplastin","Nomina; Bio","",4
"trombopoietik","Nomina","",3
"trombosis","Nomina; Dok","",6
"trombosit","Nomina","",8
"trombositemia","Nomina","",3
"trombositopenia","Nomina; Dok","",4
"trombositosis","Nomina; Dok","",4
"trombotik","Adjektiva; Dok","",4
"trombus","Nomina","",5
"tromol","Nomina","",5
